timestamp,location_id,metric,value,unit
2026-09-14T23:00:00Z,facility_001,carbon_intensity,0.2525,tCO2e/MWh
2026-09-14T23:00:00Z,facility_001,facility_load,16.71,MWh
2026-09-15T00:00:00Z,facility_001,electricity_price,23.9,USD/MWh
2026-09-15T00:00:00Z,facility_001,carbon_intensity,0.2322,tCO2e/MWh
2026-09-15T00:00:00Z,facility_001,facility_load,16.69,MWh
2026-09-15T01:00:00Z,facility_001,electricity_price,21.75,USD/MWh
2026-09-15T01:00:00Z,facility_001,carbon_intensity,0.2371,tCO2e/MWh
2026-09-15T01:00:00Z,facility_001,facility_load,16.72,MWh
2026-09-15T02:00:00Z,facility_001,electricity_price,23.23,USD/MWh
2026-09-15T02:00:00Z,facility_001,carbon_intensity,0.2255,tCO2e/MWh
2026-09-15T02:00:00Z,facility_001,facility_load,16.64,MWh
2026-09-15T03:00:00Z,facility_001,electricity_price,25.09,USD/MWh
2026-09-15T03:00:00Z,facility_001,carbon_intensity,0.2433,tCO2e/MWh
2026-09-15T03:00:00Z,facility_001,facility_load,16.52,MWh
2026-09-15T04:00:00Z,facility_001,electricity_price,25.37,USD/MWh
2026-09-15T04:00:00Z,facility_001,carbon_intensity,0.2536,tCO2e/MWh
2026-09-15T04:00:00Z,facility_001,facility_load,16.41,MWh
2026-09-15T05:00:00Z,facility_001,electricity_price,35.85,USD/MWh
2026-09-15T05:00:00Z,facility_001,carbon_intensity,0.2924,tCO2e/MWh
2026-09-15T05:00:00Z,facility_001,facility_load,16.54,MWh
2026-09-15T06:00:00Z,facility_001,electricity_price,48.82,USD/MWh
2026-09-15T06:00:00Z,facility_001,carbon_intensity,0.3624,tCO2e/MWh
2026-09-15T06:00:00Z,facility_001,facility_load,16.56,MWh
2026-09-15T07:00:00Z,facility_001,electricity_price,83.32,USD/MWh
2026-09-15T07:00:00Z,facility_001,carbon_intensity,0.439,tCO2e/MWh
2026-09-15T07:00:00Z,facility_001,facility_load,16.55,MWh
2026-09-15T08:00:00Z,facility_001,electricity_price,66.06,USD/MWh
2026-09-15T08:00:00Z,facility_001,carbon_intensity,0.4585,tCO2e/MWh
2026-09-15T08:00:00Z,facility_001,facility_load,16.76,MWh
2026-09-15T09:00:00Z,facility_001,electricity_price,61.19,USD/MWh
2026-09-15T09:00:00Z,facility_001,carbon_intensity,0.4611,tCO2e/MWh
2026-09-15T09:00:00Z,facility_001,facility_load,17.4,MWh
2026-09-15T10:00:00Z,facility_001,electricity_price,47.66,USD/MWh
2026-09-15T10:00:00Z,facility_001,carbon_intensity,0.3752,tCO2e/MWh
2026-09-15T10:00:00Z,facility_001,facility_load,17.83,MWh
2026-09-15T11:00:00Z,facility_001,electricity_price,34.69,USD/MWh
2026-09-15T11:00:00Z,facility_001,carbon_intensity,0.2972,tCO2e/MWh
2026-09-15T11:00:00Z,facility_001,facility_load,18.05,MWh
2026-09-15T12:00:00Z,facility_001,electricity_price,25.75,USD/MWh
2026-09-15T12:00:00Z,facility_001,carbon_intensity,0.2064,tCO2e/MWh
2026-09-15T12:00:00Z,facility_001,facility_load,18.51,MWh
2026-09-15T13:00:00Z,facility_001,electricity_price,26.0,USD/MWh
2026-09-15T13:00:00Z,facility_001,carbon_intensity,0.1788,tCO2e/MWh
2026-09-15T13:00:00Z,facility_001,facility_load,18.59,MWh
2026-09-15T14:00:00Z,facility_001,electricity_price,25.7,USD/MWh
2026-09-15T14:00:00Z,facility_001,carbon_intensity,0.1767,tCO2e/MWh
2026-09-15T14:00:00Z,facility_001,facility_load,19.19,MWh
2026-09-15T15:00:00Z,facility_001,electricity_price,44.83,USD/MWh
2026-09-15T15:00:00Z,facility_001,carbon_intensity,0.2397,tCO2e/MWh
2026-09-15T15:00:00Z,facility_001,facility_load,18.93,MWh
2026-09-15T16:00:00Z,facility_001,electricity_price,70.6,USD/MWh
2026-09-15T16:00:00Z,facility_001,carbon_intensity,0.3326,tCO2e/MWh
2026-09-15T16:00:00Z,facility_001,facility_load,19.22,MWh
2026-09-15T17:00:00Z,facility_001,electricity_price,68.78,USD/MWh
2026-09-15T17:00:00Z,facility_001,carbon_intensity,0.4441,tCO2e/MWh
2026-09-15T17:00:00Z,facility_001,facility_load,18.65,MWh
2026-09-15T18:00:00Z,facility_001,electricity_price,75.46,USD/MWh
2026-09-15T18:00:00Z,facility_001,carbon_intensity,0.5156,tCO2e/MWh
2026-09-15T18:00:00Z,facility_001,facility_load,18.49,MWh
2026-09-15T19:00:00Z,facility_001,electricity_price,66.72,USD/MWh
2026-09-15T19:00:00Z,facility_001,carbon_intensity,0.5278,tCO2e/MWh
2026-09-15T19:00:00Z,facility_001,facility_load,18.35,MWh
2026-09-15T20:00:00Z,facility_001,electricity_price,49.92,USD/MWh
2026-09-15T20:00:00Z,facility_001,carbon_intensity,0.4532,tCO2e/MWh
2026-09-15T20:00:00Z,facility_001,facility_load,17.76,MWh
2026-09-15T21:00:00Z,facility_001,electricity_price,18.64,USD/MWh
2026-09-15T21:00:00Z,facility_001,carbon_intensity,0.3673,tCO2e/MWh
2026-09-15T21:00:00Z,facility_001,facility_load,17.18,MWh
2026-09-15T22:00:00Z,facility_001,electricity_price,25.33,USD/MWh
2026-09-15T22:00:00Z,facility_001,carbon_intensity,0.2892,tCO2e/MWh
2026-09-15T22:00:00Z,facility_001,facility_load,17.27,MWh
2026-09-15T23:00:00Z,facility_001,electricity_price,23.29,USD/MWh
2026-09-15T23:00:00Z,facility_001,carbon_intensity,0.2547,tCO2e/MWh
2026-09-15T23:00:00Z,facility_001,facility_load,16.63,MWh
2026-09-16T00:00:00Z,facility_001,electricity_price,25.84,USD/MWh
2026-09-16T00:00:00Z,facility_001,carbon_intensity,0.234,tCO2e/MWh
2026-09-16T00:00:00Z,facility_001,facility_load,16.74,MWh
2026-09-16T01:00:00Z,facility_001,electricity_price,27.84,USD/MWh
2026-09-16T01:00:00Z,facility_001,carbon_intensity,0.2393,tCO2e/MWh
2026-09-16T01:00:00Z,facility_001,facility_load,16.59,MWh
2026-09-16T02:00:00Z,facility_001,electricity_price,29.11,USD/MWh
2026-09-16T02:00:00Z,facility_001,carbon_intensity,0.2329,tCO2e/MWh
2026-09-16T02:00:00Z,facility_001,facility_load,16.23,MWh
2026-09-16T03:00:00Z,facility_001,electricity_price,28.89,USD/MWh
2026-09-16T03:00:00Z,facility_001,carbon_intensity,0.2492,tCO2e/MWh
2026-09-16T03:00:00Z,facility_001,facility_load,16.65,MWh
2026-09-16T04:00:00Z,facility_001,electricity_price,32.55,USD/MWh
2026-09-16T04:00:00Z,facility_001,carbon_intensity,0.2623,tCO2e/MWh
2026-09-16T04:00:00Z,facility_001,facility_load,16.26,MWh
2026-09-16T05:00:00Z,facility_001,electricity_price,38.15,USD/MWh
2026-09-16T05:00:00Z,facility_001,carbon_intensity,0.2995,tCO2e/MWh
2026-09-16T05:00:00Z,facility_001,facility_load,16.65,MWh
2026-09-16T06:00:00Z,facility_001,electricity_price,53.12,USD/MWh
2026-09-16T06:00:00Z,facility_001,carbon_intensity,0.3614,tCO2e/MWh
2026-09-16T06:00:00Z,facility_001,facility_load,16.95,MWh
2026-09-16T07:00:00Z,facility_001,electricity_price,63.74,USD/MWh
2026-09-16T07:00:00Z,facility_001,carbon_intensity,0.4173,tCO2e/MWh
2026-09-16T07:00:00Z,facility_001,facility_load,16.6,MWh
2026-09-16T08:00:00Z,facility_001,electricity_price,71.66,USD/MWh
2026-09-16T08:00:00Z,facility_001,carbon_intensity,0.4644,tCO2e/MWh
2026-09-16T08:00:00Z,facility_001,facility_load,16.81,MWh
2026-09-16T09:00:00Z,facility_001,electricity_price,63.85,USD/MWh
2026-09-16T09:00:00Z,facility_001,carbon_intensity,0.4516,tCO2e/MWh
2026-09-16T09:00:00Z,facility_001,facility_load,17.51,MWh
2026-09-16T10:00:00Z,facility_001,electricity_price,53.42,USD/MWh
2026-09-16T10:00:00Z,facility_001,carbon_intensity,0.39,tCO2e/MWh
2026-09-16T10:00:00Z,facility_001,facility_load,17.9,MWh
2026-09-16T11:00:00Z,facility_001,electricity_price,40.15,USD/MWh
2026-09-16T11:00:00Z,facility_001,carbon_intensity,0.2947,tCO2e/MWh
2026-09-16T11:00:00Z,facility_001,facility_load,17.72,MWh
2026-09-16T12:00:00Z,facility_001,electricity_price,32.52,USD/MWh
2026-09-16T12:00:00Z,facility_001,carbon_intensity,0.2208,tCO2e/MWh
2026-09-16T12:00:00Z,facility_001,facility_load,18.34,MWh
2026-09-16T13:00:00Z,facility_001,electricity_price,30.13,USD/MWh
2026-09-16T13:00:00Z,facility_001,carbon_intensity,0.177,tCO2e/MWh
2026-09-16T13:00:00Z,facility_001,facility_load,18.53,MWh
2026-09-16T14:00:00Z,facility_001,electricity_price,32.5,USD/MWh
2026-09-16T14:00:00Z,facility_001,carbon_intensity,0.1802,tCO2e/MWh
2026-09-16T14:00:00Z,facility_001,facility_load,19.12,MWh
2026-09-16T15:00:00Z,facility_001,electricity_price,40.71,USD/MWh
2026-09-16T15:00:00Z,facility_001,carbon_intensity,0.2343,tCO2e/MWh
2026-09-16T15:00:00Z,facility_001,facility_load,18.85,MWh
2026-09-16T16:00:00Z,facility_001,electricity_price,54.47,USD/MWh
2026-09-16T16:00:00Z,facility_001,carbon_intensity,0.3151,tCO2e/MWh
2026-09-16T16:00:00Z,facility_001,facility_load,18.72,MWh
2026-09-16T17:00:00Z,facility_001,electricity_price,74.69,USD/MWh
2026-09-16T17:00:00Z,facility_001,carbon_intensity,0.4464,tCO2e/MWh
2026-09-16T17:00:00Z,facility_001,facility_load,18.79,MWh
2026-09-16T18:00:00Z,facility_001,electricity_price,80.78,USD/MWh
2026-09-16T18:00:00Z,facility_001,carbon_intensity,0.5217,tCO2e/MWh
2026-09-16T18:00:00Z,facility_001,facility_load,18.62,MWh
2026-09-16T19:00:00Z,facility_001,electricity_price,93.43,USD/MWh
2026-09-16T19:00:00Z,facility_001,carbon_intensity,0.5259,tCO2e/MWh
2026-09-16T19:00:00Z,facility_001,facility_load,17.91,MWh
2026-09-16T20:00:00Z,facility_001,electricity_price,54.82,USD/MWh
2026-09-16T20:00:00Z,facility_001,carbon_intensity,0.4491,tCO2e/MWh
2026-09-16T20:00:00Z,facility_001,facility_load,17.79,MWh
2026-09-16T21:00:00Z,facility_001,electricity_price,38.2,USD/MWh
2026-09-16T21:00:00Z,facility_001,carbon_intensity,0.3541,tCO2e/MWh
2026-09-16T21:00:00Z,facility_001,facility_load,17.19,MWh
2026-09-16T22:00:00Z,facility_001,electricity_price,32.05,USD/MWh
2026-09-16T22:00:00Z,facility_001,carbon_intensity,0.2787,tCO2e/MWh
2026-09-16T22:00:00Z,facility_001,facility_load,16.75,MWh
2026-09-16T23:00:00Z,facility_001,electricity_price,26.45,USD/MWh
2026-09-16T23:00:00Z,facility_001,carbon_intensity,0.2599,tCO2e/MWh
2026-09-16T23:00:00Z,facility_001,facility_load,16.55,MWh
2026-09-17T00:00:00Z,facility_001,electricity_price,23.19,USD/MWh
2026-09-17T00:00:00Z,facility_001,carbon_intensity,0.2454,tCO2e/MWh
2026-09-17T00:00:00Z,facility_001,facility_load,16.54,MWh
2026-09-17T01:00:00Z,facility_001,electricity_price,23.59,USD/MWh
2026-09-17T01:00:00Z,facility_001,carbon_intensity,0.2385,tCO2e/MWh
2026-09-17T01:00:00Z,facility_001,facility_load,16.54,MWh
2026-09-17T02:00:00Z,facility_001,electricity_price,22.62,USD/MWh
2026-09-17T02:00:00Z,facility_001,carbon_intensity,0.2461,tCO2e/MWh
2026-09-17T02:00:00Z,facility_001,facility_load,16.75,MWh
2026-09-17T03:00:00Z,facility_001,electricity_price,24.99,USD/MWh
2026-09-17T03:00:00Z,facility_001,carbon_intensity,0.2433,tCO2e/MWh
2026-09-17T03:00:00Z,facility_001,facility_load,16.18,MWh
2026-09-17T04:00:00Z,facility_001,electricity_price,25.47,USD/MWh
2026-09-17T04:00:00Z,facility_001,carbon_intensity,0.2596,tCO2e/MWh
2026-09-17T04:00:00Z,facility_001,facility_load,16.53,MWh
2026-09-17T05:00:00Z,facility_001,electricity_price,35.04,USD/MWh
2026-09-17T05:00:00Z,facility_001,carbon_intensity,0.3044,tCO2e/MWh
2026-09-17T05:00:00Z,facility_001,facility_load,16.77,MWh
2026-09-17T06:00:00Z,facility_001,electricity_price,47.34,USD/MWh
2026-09-17T06:00:00Z,facility_001,carbon_intensity,0.3619,tCO2e/MWh
2026-09-17T06:00:00Z,facility_001,facility_load,16.84,MWh
2026-09-17T07:00:00Z,facility_001,electricity_price,59.6,USD/MWh
2026-09-17T07:00:00Z,facility_001,carbon_intensity,0.4295,tCO2e/MWh
2026-09-17T07:00:00Z,facility_001,facility_load,16.6,MWh
2026-09-17T08:00:00Z,facility_001,electricity_price,65.21,USD/MWh
2026-09-17T08:00:00Z,facility_001,carbon_intensity,0.467,tCO2e/MWh
2026-09-17T08:00:00Z,facility_001,facility_load,16.7,MWh
2026-09-17T09:00:00Z,facility_001,electricity_price,59.19,USD/MWh
2026-09-17T09:00:00Z,facility_001,carbon_intensity,0.4449,tCO2e/MWh
2026-09-17T09:00:00Z,facility_001,facility_load,17.38,MWh
2026-09-17T10:00:00Z,facility_001,electricity_price,45.91,USD/MWh
2026-09-17T10:00:00Z,facility_001,carbon_intensity,0.3899,tCO2e/MWh
2026-09-17T10:00:00Z,facility_001,facility_load,17.81,MWh
2026-09-17T11:00:00Z,facility_001,electricity_price,36.21,USD/MWh
2026-09-17T11:00:00Z,facility_001,carbon_intensity,0.295,tCO2e/MWh
2026-09-17T11:00:00Z,facility_001,facility_load,17.88,MWh
2026-09-17T12:00:00Z,facility_001,electricity_price,28.78,USD/MWh
2026-09-17T12:00:00Z,facility_001,carbon_intensity,0.2033,tCO2e/MWh
2026-09-17T12:00:00Z,facility_001,facility_load,18.14,MWh
2026-09-17T13:00:00Z,facility_001,electricity_price,23.96,USD/MWh
2026-09-17T13:00:00Z,facility_001,carbon_intensity,0.167,tCO2e/MWh
2026-09-17T13:00:00Z,facility_001,facility_load,18.98,MWh
2026-09-17T14:00:00Z,facility_001,electricity_price,24.66,USD/MWh
2026-09-17T14:00:00Z,facility_001,carbon_intensity,0.1901,tCO2e/MWh
2026-09-17T14:00:00Z,facility_001,facility_load,19.22,MWh
2026-09-17T15:00:00Z,facility_001,electricity_price,33.41,USD/MWh
2026-09-17T15:00:00Z,facility_001,carbon_intensity,0.2376,tCO2e/MWh
2026-09-17T15:00:00Z,facility_001,facility_load,18.79,MWh
2026-09-17T16:00:00Z,facility_001,electricity_price,49.07,USD/MWh
2026-09-17T16:00:00Z,facility_001,carbon_intensity,0.3149,tCO2e/MWh
2026-09-17T16:00:00Z,facility_001,facility_load,18.71,MWh
2026-09-17T17:00:00Z,facility_001,electricity_price,67.07,USD/MWh
2026-09-17T17:00:00Z,facility_001,carbon_intensity,0.4396,tCO2e/MWh
2026-09-17T17:00:00Z,facility_001,facility_load,18.93,MWh
2026-09-17T18:00:00Z,facility_001,electricity_price,76.3,USD/MWh
2026-09-17T18:00:00Z,facility_001,carbon_intensity,0.5339,tCO2e/MWh
2026-09-17T18:00:00Z,facility_001,facility_load,18.48,MWh
2026-09-17T19:00:00Z,facility_001,electricity_price,67.09,USD/MWh
2026-09-17T19:00:00Z,facility_001,carbon_intensity,0.5383,tCO2e/MWh
2026-09-17T19:00:00Z,facility_001,facility_load,18.1,MWh
2026-09-17T20:00:00Z,facility_001,electricity_price,50.93,USD/MWh
2026-09-17T20:00:00Z,facility_001,carbon_intensity,0.4563,tCO2e/MWh
2026-09-17T20:00:00Z,facility_001,facility_load,17.9,MWh
2026-09-17T21:00:00Z,facility_001,electricity_price,34.86,USD/MWh
2026-09-17T21:00:00Z,facility_001,carbon_intensity,0.3652,tCO2e/MWh
2026-09-17T21:00:00Z,facility_001,facility_load,16.96,MWh
2026-09-17T22:00:00Z,facility_001,electricity_price,26.38,USD/MWh
2026-09-17T22:00:00Z,facility_001,carbon_intensity,0.296,tCO2e/MWh
2026-09-17T22:00:00Z,facility_001,facility_load,16.81,MWh
2026-09-17T23:00:00Z,facility_001,electricity_price,22.06,USD/MWh
2026-09-17T23:00:00Z,facility_001,carbon_intensity,0.254,tCO2e/MWh
2026-09-17T23:00:00Z,facility_001,facility_load,17.11,MWh
2026-09-18T00:00:00Z,facility_001,electricity_price,23.0,USD/MWh
2026-09-18T00:00:00Z,facility_001,carbon_intensity,0.2313,tCO2e/MWh
2026-09-18T00:00:00Z,facility_001,facility_load,16.59,MWh
2026-09-18T01:00:00Z,facility_001,electricity_price,37.35,USD/MWh
2026-09-18T01:00:00Z,facility_001,carbon_intensity,0.2326,tCO2e/MWh
2026-09-18T01:00:00Z,facility_001,facility_load,16.76,MWh
2026-09-18T02:00:00Z,facility_001,electricity_price,24.61,USD/MWh
2026-09-18T02:00:00Z,facility_001,carbon_intensity,0.2458,tCO2e/MWh
2026-09-18T02:00:00Z,facility_001,facility_load,16.3,MWh
2026-09-18T03:00:00Z,facility_001,electricity_price,24.73,USD/MWh
2026-09-18T03:00:00Z,facility_001,carbon_intensity,0.2374,tCO2e/MWh
2026-09-18T03:00:00Z,facility_001,facility_load,16.61,MWh
2026-09-18T04:00:00Z,facility_001,electricity_price,29.6,USD/MWh
2026-09-18T04:00:00Z,facility_001,carbon_intensity,0.2632,tCO2e/MWh
2026-09-18T04:00:00Z,facility_001,facility_load,16.29,MWh
2026-09-18T05:00:00Z,facility_001,electricity_price,34.98,USD/MWh
2026-09-18T05:00:00Z,facility_001,carbon_intensity,0.298,tCO2e/MWh
2026-09-18T05:00:00Z,facility_001,facility_load,16.41,MWh
2026-09-18T06:00:00Z,facility_001,electricity_price,48.83,USD/MWh
2026-09-18T06:00:00Z,facility_001,carbon_intensity,0.3702,tCO2e/MWh
2026-09-18T06:00:00Z,facility_001,facility_load,16.63,MWh
2026-09-18T07:00:00Z,facility_001,electricity_price,63.95,USD/MWh
2026-09-18T07:00:00Z,facility_001,carbon_intensity,0.4346,tCO2e/MWh
2026-09-18T07:00:00Z,facility_001,facility_load,17.12,MWh
2026-09-18T08:00:00Z,facility_001,electricity_price,66.98,USD/MWh
2026-09-18T08:00:00Z,facility_001,carbon_intensity,0.4699,tCO2e/MWh
2026-09-18T08:00:00Z,facility_001,facility_load,16.8,MWh
2026-09-18T09:00:00Z,facility_001,electricity_price,63.54,USD/MWh
2026-09-18T09:00:00Z,facility_001,carbon_intensity,0.4472,tCO2e/MWh
2026-09-18T09:00:00Z,facility_001,facility_load,17.1,MWh
2026-09-18T10:00:00Z,facility_001,electricity_price,49.04,USD/MWh
2026-09-18T10:00:00Z,facility_001,carbon_intensity,0.3703,tCO2e/MWh
2026-09-18T10:00:00Z,facility_001,facility_load,17.85,MWh
2026-09-18T11:00:00Z,facility_001,electricity_price,35.36,USD/MWh
2026-09-18T11:00:00Z,facility_001,carbon_intensity,0.2837,tCO2e/MWh
2026-09-18T11:00:00Z,facility_001,facility_load,18.12,MWh
2026-09-18T12:00:00Z,facility_001,electricity_price,28.9,USD/MWh
2026-09-18T12:00:00Z,facility_001,carbon_intensity,0.2183,tCO2e/MWh
2026-09-18T12:00:00Z,facility_001,facility_load,18.42,MWh
2026-09-18T13:00:00Z,facility_001,electricity_price,26.27,USD/MWh
2026-09-18T13:00:00Z,facility_001,carbon_intensity,0.1713,tCO2e/MWh
2026-09-18T13:00:00Z,facility_001,facility_load,18.67,MWh
2026-09-18T14:00:00Z,facility_001,electricity_price,28.82,USD/MWh
2026-09-18T14:00:00Z,facility_001,carbon_intensity,0.1798,tCO2e/MWh
2026-09-18T14:00:00Z,facility_001,facility_load,18.92,MWh
2026-09-18T15:00:00Z,facility_001,electricity_price,36.45,USD/MWh
2026-09-18T15:00:00Z,facility_001,carbon_intensity,0.2403,tCO2e/MWh
2026-09-18T15:00:00Z,facility_001,facility_load,18.98,MWh
2026-09-18T16:00:00Z,facility_001,electricity_price,51.43,USD/MWh
2026-09-18T16:00:00Z,facility_001,carbon_intensity,0.3348,tCO2e/MWh
2026-09-18T16:00:00Z,facility_001,facility_load,18.96,MWh
2026-09-18T17:00:00Z,facility_001,electricity_price,69.86,USD/MWh
2026-09-18T17:00:00Z,facility_001,carbon_intensity,0.4486,tCO2e/MWh
2026-09-18T17:00:00Z,facility_001,facility_load,18.74,MWh
2026-09-18T18:00:00Z,facility_001,electricity_price,79.61,USD/MWh
2026-09-18T18:00:00Z,facility_001,carbon_intensity,0.5312,tCO2e/MWh
2026-09-18T18:00:00Z,facility_001,facility_load,18.38,MWh
2026-09-18T19:00:00Z,facility_001,electricity_price,71.85,USD/MWh
2026-09-18T19:00:00Z,facility_001,carbon_intensity,0.5295,tCO2e/MWh
2026-09-18T19:00:00Z,facility_001,facility_load,18.21,MWh
2026-09-18T20:00:00Z,facility_001,electricity_price,51.65,USD/MWh
2026-09-18T20:00:00Z,facility_001,carbon_intensity,0.4575,tCO2e/MWh
2026-09-18T20:00:00Z,facility_001,facility_load,17.85,MWh
2026-09-18T21:00:00Z,facility_001,electricity_price,38.2,USD/MWh
2026-09-18T21:00:00Z,facility_001,carbon_intensity,0.3528,tCO2e/MWh
2026-09-18T21:00:00Z,facility_001,facility_load,17.14,MWh
2026-09-18T22:00:00Z,facility_001,electricity_price,29.91,USD/MWh
2026-09-18T22:00:00Z,facility_001,carbon_intensity,0.2905,tCO2e/MWh
2026-09-18T22:00:00Z,facility_001,facility_load,17.28,MWh
2026-09-18T23:00:00Z,facility_001,electricity_price,23.71,USD/MWh
2026-09-18T23:00:00Z,facility_001,carbon_intensity,0.257,tCO2e/MWh
2026-09-18T23:00:00Z,facility_001,facility_load,16.67,MWh
2026-09-19T00:00:00Z,facility_001,electricity_price,31.13,USD/MWh
2026-09-19T00:00:00Z,facility_001,carbon_intensity,0.2152,tCO2e/MWh
2026-09-19T00:00:00Z,facility_001,facility_load,12.86,MWh
2026-09-19T01:00:00Z,facility_001,electricity_price,30.82,USD/MWh
2026-09-19T01:00:00Z,facility_001,carbon_intensity,0.2219,tCO2e/MWh
2026-09-19T01:00:00Z,facility_001,facility_load,12.67,MWh
2026-09-19T02:00:00Z,facility_001,electricity_price,31.28,USD/MWh
2026-09-19T02:00:00Z,facility_001,carbon_intensity,0.2222,tCO2e/MWh
2026-09-19T02:00:00Z,facility_001,facility_load,12.99,MWh
2026-09-19T03:00:00Z,facility_001,electricity_price,29.03,USD/MWh
